question,answer
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Monsoon, focus on hydrating foods like watermelon."
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Winter, focus on hydrating foods like watermelon."
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Spring, focus on hydrating foods like watermelon."
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Winter, focus on hydrating foods like watermelon."
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Spring, focus on hydrating foods like watermelon."
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Winter, focus on hydrating foods like watermelon."
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Winter, focus on hydrating foods like watermelon."
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Summer, focus on hydrating foods like watermelon."
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Summer, focus on hydrating foods like watermelon."
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Monsoon, focus on hydrating foods like watermelon."
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Winter, focus on hydrating foods like watermelon."
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Monsoon, focus on hydrating foods like watermelon."
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Winter, focus on hydrating foods like watermelon."
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Monsoon, focus on hydrating foods like watermelon."
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Summer, focus on hydrating foods like watermelon."
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Monsoon, focus on hydrating foods like watermelon."
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Monsoon, focus on hydrating foods like watermelon."
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Summer, focus on hydrating foods like watermelon."
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Spring, focus on hydrating foods like watermelon."
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Spring, focus on hydrating foods like watermelon."
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Spring, focus on hydrating foods like watermelon."
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Summer, focus on hydrating foods like watermelon."
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Spring, focus on hydrating foods like watermelon."
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Summer, focus on hydrating foods like watermelon."
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Diarrhea patients?,"Recommended: Bananas, Rice, Coconut Water. Avoid: Spicy Foods, Dairy. Seasonal advice: During Summer, focus on hydrating foods like watermelon."
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
What foods are recommended for Diabetes patients?,"Recommended: Bitter Gourd, Fenugreek. Avoid: Sugary Fruits, Refined Carbs. Seasonal advice: nan"
What foods are recommended for Hypertension patients?,"Recommended: Bananas, Spinach. Avoid: Salt-Rich Foods. Seasonal advice: nan"
What foods are recommended for Acidity patients?,"Recommended: Coconut Water, Kokum. Avoid: Citrus Fruits, Tomatoes. Seasonal advice: nan"
